index;header;desc;content;url;time;time_interval;level
728;Üretim Sektörüne Yönelik Örneklerle ISO 9001:2015 Kalite Yönetim Sistemi;ISO 9001, kurumların, müşteri şartlarını yerine getirerek müşteri memnuniyeti sağlamak ve performanslarını sürekli iyileştirerek sektörlerinde lider konuma gelmek amacıyla uyguladıkları ve uluslararası geçerliliği olan bir kalite yönetim sistemi standardıdır. Bu eğitimde, bir kalite yönetim sistemine sahip olmanın gereğinden yola çıkarak genel kalite tanımları üzerinde durulmakta ve ISO 9001 Kalite Yönetim Sistemi Standardı’nın şartları açıklanmaktadır. ISO 9001 şartları, ayrıca, detaylı açıklamalar ve sektöre özel örneklerle pekiştirilmektedir.  ;ISO 9001, kurumların, müşteri şartlarını yerine getirerek müşteri memnuniyeti sağlamak ve performanslarını sürekli iyileştirerek sektörlerinde lider konuma gelmek amacıyla uyguladıkları ve uluslararası geçerliliği olan bir kalite yönetim sistemi standardıdır.<div>Bu eğitimde, bir kalite yönetim sistemine sahip olmanın gereğinden yola çıkarak genel kalite tanımları üzerinde durulmakta ve ISO 9001 Kalite Yönetim Sistemi Standardı’nın şartları açıklanmaktadır. ISO 9001 şartları, ayrıca, detaylı açıklamalar ve sektöre özel örneklerle pekiştirilmektedir.  </div>;A;150;2+ saat;Başlangıç
729;Ürün Yönetimi: Bir Ürün Stratejisi Oluşturmak;"Sağlam bir ürün stratejisi oluşturmak; düzgün bir gelişimden keyif alacak, kullanıcılarının en acele ihtiyaçlarını karşılayacak ve başarılı bir şekilde pazardaki yerini bulacak bir ürün yaratmanın ilk önemli adımıdır. Bu eğitimde; başarılı bir ürün stratejisinin temel unsurlarını, ürün stratejinizi tanımlamak için sorulacak olan önemli soruları, bir ürün stratejisi yaratmanın adımlarını, veri güdümlü bir ürün yol haritasının nasıl oluşturulacağını ve bir ürün stratejisi oluştururken yapılan yaygın hatalar ile onlardan nasıl kaçınacağınızı öğreneceksiniz.";<div>Sağlam bir ürün stratejisi oluşturmak düzgün bir gelişimden keyif alacak, kullanıcılarının en acele ihtiyaçlarını karşılayacak ve başarılı bir şekilde pazardaki yerini bulacak bir ürün yaratmanın ilk önemli adımıdır.<br /><br />Bu eğitimde başarılı bir ürün stratejisinin temel unsurlarını, ürün stratejinizi tanımlamak için sorulacak olan önemli soruları, bir ürün stratejisi yaratmanın adımlarını, veri güdümlü bir ürün yol haritasının nasıl oluşturulacağını ve bir ürün stratejisi oluştururken yapılan yaygın hatalar ile onlardan nasıl kaçınacağınızı öğreneceksiniz.</div>;A;45;30-60 dk;Başlangıç
730;Ürün Yönetimi: Genel Bir Bakış;Ürün yöneticisi, fikir halinden geliştirmeye, pazara girişten ömrünü tamamlamasına kadar bir ürünün tüm yaşam döngüsü boyunca denetlenmesinden sorumlu bir “mini-CEO”dur. Bu eğitimimizde, bir ürün yöneticisi ve bir proje yöneticisi arasındaki görev farkını, ürün yöneticisinin temel sorumlulukları ve özelliklerini, ürün geliştirmenin dört aşamasını ve organizasyonunuzda bir ürün yönetimi modelini nasıl destekleyeceğinizi öğreneceksiniz.;Ürün yöneticisi, fikirleşmeden geliştirmeye, pazara girişten ömrünü tamamlamasına kadar bir ürünün tüm yaşam döngüsü boyunca denetlenmesinden sorumlu bir mini-CEO’dur. Bu eğitimimizde, bir ürün yöneticisi ve bir proje yöneticisi arasındaki görev farkını, ürün yöneticisinin temel sorumlulukları ve özelliklerini, ürün geliştirmenin dört aşamasını ve organizasyonunuzda bir ürün yönetimi modelini nasıl destekleyeceğinizi öğreneceksiniz.;A;31;30-60 dk;Başlangıç
731;Ürün Yönetimi: Pazar Araştırmasının Temelleri;Ürün yöneticilerinin, ürünlerin müşterilerin ihtiyaçlarını karşılayacak şekilde tasarlanmasına ilişkin birçok fikri vardır. Zor olan, bu fikirlerden hangisinin işe yarama şansının en yüksek olduğunu belirlemektir. Ürün yöneticileri, fikirlerinin etkilerini test etmek için giderek daha çok büyük ölçekli ve randomize deneylerden yararlanmaktadır. Bu eğitimimizde, en başarılı ürün yönetimi kararlarını vermek için deneyleri nasıl kullanacağınızı, etkili deneyler yapmanın en iyi uygulamalarını, bir deneyin aşamalarını, deney sürecini tasarlayarak ürün sürecini nasıl optimize edeceğinizi ve kullanıcı deneyimine dayalı tasarım yaklaşımıyla müşteri memnuniyetini nasıl arttıracağınızı öğreneceksiniz.;Ürün yöneticilerinin, ürünlerin müşterilerin ihtiyaçlarını karşılayacak şekilde tasarlanmasına ilişkin birçok fikri vardır. Zor olan, bu fikirlerden hangisinin işe yarama şansının en yüksek olduğunu belirlemektir. Ürün yöneticileri, fikirlerinin etkilerini test etmek için giderek daha çok büyük ölçekli ve randomize deneylerden yararlanmaktadır. Bu eğitimimizde, en başarılı ürün yönetimi kararlarını vermek için deneyleri nasıl kullanacağınızı, etkili deneyler yapmanın en iyi uygulamalarını, bir deneyim aşamalarını, deney sürecini tasarlayarak ürün sürecini nasıl optimize edeceğinizi ve kullanıcı deneyimine dayalı tasarım yaklaşımıyla müşteri memnuniyetini nasıl arttıracağınızı öğreneceksiniz.;A;43;30-60 dk;Başlangıç
732;Ürün Yönetimi: Pazara Açılma Planı Yapma;Bir ürünün piyasaya başarıyla sürülmesi, bir şirketin sürekli başarısında çok önemli olabilir. Bir pazara açılma planı, zamanı ve kaynakları en verimli şekilde kullanarak sizi doğru müşterilere ve doğru pazarlara götürebilir. Bu eğitimimizde, bir pazara açılma planının ne zaman kullanılacağını, bir pazara açılma planının içeriklerini, pazara açılma planını kurgulamaya nasıl hazırlanacağınızı, bir pazara açılma planında tanımlanması gereken unsurları ve bir pazara açılma planı kurgulanırken atılması gereken adımları öğreneceksiniz.;Bir ürünün piyasaya başarıyla sürülmesi, bir şirketin sürekli başarısında çok önemli olabilir. Bir pazara açılma planı, zamanı ve kaynakları en verimli şekilde kullanarak sizi doğru müşterilere ve doğru pazarlara götürebilir. Bu eğitimimizde, bir pazara açılma planının ne zaman kullanılacağını, bir pazara açılma planının içeriklerini, pazara açılma planını kurgulamaya nasıl hazırlanacağınızı, bir pazara açılma planında tanımlanması gereken unsurları ve bir pazara açılma planı kurgulanırken atılması gereken adımları öğreneceksiniz.;A;45;30-60 dk;Başlangıç
733;Ürün Yönetimi: Ürün Yol Haritası Oluşturma ve Çevik Ürün Yönetimi;Organizasyonlar, müşterilerine daha iyi ürünleri daha hızlı sunabilmek için Çevik iş pratiklerini kullanır. Bir ürün yol haritası oluşturmak, ürün geliştirme faaliyetlerinin ardındaki “nedeni” açıkça belirterek, bir organizasyonun Çevik pratiklerinin desteklenmesine yardımcı olur. Bu eğitimimizde, Çevik bir ürün yol haritasının amaçlarını, Çevik bir ürün yol haritası oluşturmanın avantajlarını, Çevik bir ürün yol haritası oluşturmanın adımlarını, Çevik bir yol haritası oluşturmaya yönelik en iyi uygulamaları ve oluşturabileceğiniz farklı Çevik ürün yol haritası türlerini öğreneceksiniz.;Organizasyonlar, müşterilerine daha iyi ürünleri daha hızlı sunabilmek için çevik iş pratiklerini kullanır. Bir ürün yol haritası oluşturmak, ürün geliştirme faaliyetlerinin ardındaki nedeni açıkça belirterek, bir organizasyonun çevik pratiklerinin desteklenmesine yardımcı olur. Bu eğitimimizde, çevik bir ürün yol haritasının amaçlarını, çevik bir ürün yol haritası oluşturmanın avantajlarını, çevik bir ürün yol haritası oluşturmanın adımlarını, çevik bir yol haritası oluşturmaya yönelik en iyi uygulamaları ve oluşturabileceğiniz farklı çevik ürün yol haritası türlerini öğreneceksiniz.;A;44;30-60 dk;Başlangıç
734;Ürün Yönetimi: Ürün Yöneticileri İçin Deney Tasarımı ve Uygulaması (Deney Tasarlamak ve Uygulamak);Ürün yöneticilerinin, ürünlerin müşterilerin ihtiyaçlarını karşılayacak şekilde tasarlanmasına ilişkin birçok fikri vardır. Zor olan, bu fikirlerden hangisinin işe yarama şansının en yüksek olduğunu belirlemektir. Ürün yöneticileri, fikirlerinin etkilerini test etmek için giderek daha çok büyük ölçekli ve randomize deneylerden yararlanmaktadır. Bu eğitimimizde, en başarılı ürün yönetimi kararlarını vermek için deneyleri nasıl kullanacağınızı, etkili deneyler yapmanın en iyi uygulamalarını, bir deneyin aşamalarını, deney sürecini tasarlayarak ürün sürecini nasıl optimize edeceğinizi ve kullanıcı deneyimine dayalı tasarım yaklaşımıyla müşteri memnuniyetini nasıl arttıracağınızı öğreneceksiniz.;Ürün yöneticilerinin, ürünlerin müşterilerin ihtiyaçlarını karşılayacak şekilde tasarlanmasına ilişkin birçok fikri vardır. Zor olan, bu fikirlerden hangisinin işe yarama şansının en yüksek olduğunu belirlemektir. Ürün yöneticileri, fikirlerinin etkilerini test etmek için giderek daha çok büyük ölçekli ve randomize deneylerden yararlanmaktadır. Bu eğitimimizde, en başarılı ürün yönetimi kararlarını vermek için deneyleri nasıl kullanacağınızı, etkili deneyler yapmanın en iyi uygulamalarını, bir deneyim aşamalarını, deney sürecini tasarlayarak ürün sürecini nasıl optimize edeceğinizi ve kullanıcı deneyimine dayalı tasarım yaklaşımıyla müşteri memnuniyetini nasıl arttıracağınızı öğreneceksiniz.;A;42;30-60 dk;Başlangıç
735;Ürün Yönetimi: Ürün Yöneticileri için İletişim;Doğru bilginin doğru kişilere doğru zamanda iletilmesi bir şirket için hayati önem taşır. Ürün yöneticileri bir şirketin faaliyetlerinin merkezinde olduğundan organizasyondaki iletişimden çoğunlukla onlar sorumludur. Sorumlulukları, herkesin olan bitenle ilgili ortak bir anlayışa sahip olmasını sağlamaktır. Bu eğitimimizde, ürün yöneticilerinin organizasyonları içinde nasıl iletişim merkezi işlevi gördüklerini, iletişim kanallarınızdan en çok faydayı nasıl sağlayabileceğinizi, topluluk önünde konuşma becerilerinizi nasıl geliştirebileceğinizi, şirketinizdeki herkesi ortak bir noktada nasıl buluşturabileceğinizi, takımlar arası iletişimi nasıl geliştirebileceğinizi ve iletişim stratejinizi nasıl planlayabileceğinizi öğreneceksiniz.;Doğru bilginin doğru kişilere doğru zamanda iletilmesi bir şirket için hayati önem taşır. Ürün yöneticileri bir şirketin faaliyetlerinin merkezinde olduğundan organizasyondaki iletişimden çoğunlukla onlar sorumludur. Sorumlulukları, herkesin olan bitenle ilgili ortak bir anlayışa sahip olmasını sağlamaktır. Bu eğitimimizde, ürün yöneticilerinin organizasyonları içinde nasıl iletişim merkezi işlevi gördüklerini, iletişim kanallarınızdan en çok faydayı nasıl sağlayabileceğinizi, topluluk önünde konuşma becerilerinizi nasıl geliştirebileceğinizi, şirketinizdeki herkesi ortak bir noktada nasıl buluşturabileceğinizi, takımlar arası iletişimi nasıl geliştirebileceğinizi ve iletişim stratejinizi nasıl planlayabileceğinizi öğreneceksiniz.;A;41;30-60 dk;Başlangıç
736;Ürün Yönetimi: Ürün Yöneticileri İçin Ölçütler;Ölçütler, ürün stratejinizi elde etmede çok önemli araçlardır. Uygun ölçütleri kullanmanız, ürün stratejinizde doğru hedefleri oluşturmanızı ve bu hedeflere ne kadar iyi ulaştığınızı görmenizi sağlayacaktır. Bu eğitimde, ürün stratejisi hedeflerinize ulaşmak için ölçütleri nasıl kullanacağınızı, ölçüt odaklı bir ürün stratejisini nasıl oluşturacağınızı, ölçütlerinizden en iyi değeri sağlamak için gerekli olan temel kavramları, ürün stratejinizi şekillendirmeye yardımcı olacak ölçütleri nasıl seçeceğinizi ve müşteri ihtiyaçlarının ne kadar başarılı karşılandığını, nasıl ölçeceğinizi öğreneceksiniz.;Ölçütler, ürün stratejinizi elde etmede çok önemli araçlardır. Uygun ölçütleri kullanmanız, ürün stratejinizde doğru hedefleri oluşturmanızı ve bu hedeflere ne kadar iyi ulaştığınızı görmenizi sağlayacaktır. Bu eğitimde, ürün stratejisi hedeflerinize ulaşmak için ölçütleri nasıl kullanacağınızı, ölçüt odaklı bir ürün stratejisini nasıl oluşturacağınızı, ölçütlerinizden en iyi değeri sağlamak için gerekli olan temel kavramları, ürün stratejinizi şekillendirmeye yardımcı olacak ölçütleri nasıl seçeceğinizi ve müşteri ihtiyaçlarının ne kadar başarılı karşılandığını nasıl ölçeceğinizi öğreneceksiniz.;A;31;30-60 dk;Başlangıç
737;Ürün Yönetimi: Ürün Yöneticileri İçin Rekabet ve Pazar Analizleri;Ürün yönetiminde başarılı olmak, uygulanabilir bir ürünün nasıl tasarlanacağına ek olarak rakiplerinizin ürünlerinden daha iyi satması için pazar konumlandırmasının nasıl yapılacağını da bilmeyi gerektirir. Rekabet ve pazar analizi, ürün yöneticilerinin çabalarını rakiplerininkiyle karşılaştırarak kimin ürün ve pazar stratejisinin müşterilerin desteğini kazandığını görmelerini sağlar. Bu eğitimimizde, endüstri lideri olmak için rekabet ve piyasa analizinden nasıl yararlanacağınızı, rakipleriniz hakkında bilgi edinmek için rekabet analizini nasıl kullanacağınızı, pazardaki değişiklikleri daha iyi anlamak için pazar analizini nasıl kullanacağınızı, ürünlerinizi pazarda konumlandırmak için fiyat/fayda konumlandırma haritalarını nasıl kullanacağınızı ve analiz avantajı kazanıp sürdürmeyi öğreneceksiniz.;Ürün yönetiminde başarılı olmak, uygulanabilir bir ürünün nasıl tasarlanacağına ek olarak rakiplerinizin ürünlerinden daha iyi satması için pazar konumlandırmasının nasıl yapılacağını da bilmeyi gerektirir. Rekabet ve pazar analizi, ürün yöneticilerinin çabalarını rakiplerininkiyle karşılaştırarak kimin ürün ve pazar stratejisinin müşterilerin desteğini kazandığını görmelerini sağlar. Bu eğitimimizde, endüstri lideri olmak için rekabet ve piyasa analizinden nasıl yararlanacağınızı, rakipleriniz hakkında bilgi edinmek için rekabet analizini nasıl kullanacağınızı, pazardaki değişiklikleri daha iyi anlamak için pazar analizini nasıl kullanacağınızı, ürünlerinizi pazarda konumlandırmak için fiyat/fayda konumlandırma haritalarını nasıl kullanacağınızı ve analiz avantajı kazanıp sürdürmeyi öğreneceksiniz.;A;37;30-60 dk;Başlangıç
738;Üstünü Yönet Hayatını Yaşa Gelişim Yolculuğu;Yöneticisiyle sorunlar yaşayan, iletişimi iyi olmayan çalışanlar iş yaşamında yeteri kadar verimli olamazlar. Bu gelişim yolculuğu çalışanın üstü ile uyumlu bir şekilde çalışabilmesi, huzurlu ve de verimli bir çalışma ortamı oluşturabilmesi, yöneticileriyle sorun yaşamadan devam edebilmesi için hayatlarını kolaylaştıracak yöntemler sunmayı amaçlar.;Sizi yöneten yöneticilerinizi yönetiyor musunuz? Huzurlu çalışma ortamı oluşturarak, yöneticilerinizle ilişkilerinizi en olumlu hale getirerek daha mutlu bir çalışma hayatı yaşayabilirsiniz. Bu eğitimimizde, yöneticinizle aranızda karşılıklı anlayış, güven ve saygıya dayalı sağlıklı ve üretken bir ilişki oluşturmanın püf noktalarını öğreneceksiniz. Bir kişinin üstünü yönetebilmesi ve yöneticisiyle uyum içerisinde çalışabilmeyi keşfedebilmesi için öncelikle üst yönetmenin ne olduğunu ve ne olmadığını öğrenmesi gerekir. Bu videoda Alp Beyce'den üst yönetiminin tanımını öğreneceksiniz.&nbsp Bu film üst yönetmenin ne olduğunun, üst yönetimi için ilk adımı atmanın önenimini&nbsp ve yöneticiyi yakından tanımanın önemini vurgulamak amacıyla hazırlanmıştır. üst yönetiminin ilk adımı kişinin öncelikle kendini derin bir seviyede tanımasıdır. İkinci adım ise aynı şekilde yöneticinizi keşfetmeniz ve tanımanızdır. Bu videoda hem kendinizi hem de yöneticinizi tanımak ve keşfetmek için ipuçları bulacaksınız.&nbsp Bu görevde iletilen dokuman doğrultusunda çalışma kitabının doldurulması beklenmektedir. üstünüzün hedefini, önceliklerini, üzerindeki baskıları ve sizden beklentilerini bilmeyi bir avantaj olarak kullanmanın yöntemlerini bulacağınız bu videoda, yöneticinizle nasıl empati yapacağınızı da öğreneceksiniz.&nbsp Bu film, üstün vaz geçilmez bir takım üyesi olmak için onu yakından tanımanın, hedeflerinin farkına varıp yönetici ile empati yaparak hareket etmenin önemini vurgulamak için hazırlanmıştır. Bu görevde iletilen dokuman doğrultusunda çalışma kitabının doldurulması beklenmektedir. Üst yönetmek, her ilişki yönetiminde olduğu gibi belirli adımları doğru bir sırayla atıldığında hem mümkün hem de iki tarafa da fayda getiren bir yaklaşımdır. Bu videoda huzurlu bir çalışma ortamı oluşturarak size destek olacak üst yönetmek kavramı bir kontrol tablosu ile pekiştirilmektedir.  Bu film, üst yönetiminde düşülebilecek tuzakları ve bu tuzaklara düşmemenin yöntemlerinin neler olduğunu vurgulamak için hazırlanmıştır.&nbsp Bu videoda çalışanların yargıları, alışkanlıkları ve üstünden beklentileriyle ilgili tuzaklardan ve bu tuzaklara düşmemek için neler yapılması gerektiği anlatılmaktadır.&nbsp;A;155;2+ saat;Başlangıç
739;Varsayımlarınızla Yüzleşmek;Dünyamızı anlamlandırmamıza yardımcı olması için varsayımlar gereklidir. Bu ders, varsayımların ne olduğunu tanımlar, farklı varsayımların nasıl sorgulanabileceğini açıklar ve diğer insanların bakış açılarını anlamaya çalışmanın önemini kapsar.;Dünyamızı anlamlandırmamıza yardımcı olması için varsayımlar gereklidir. Bu ders, varsayımların ne olduğunu tanımlar, farklı varsayımların nasıl sorgulanabileceğini açıklar ve diğer insanların bakış açılarını aramanın önemini kapsar. ;A;14;0-30 dk;Başlangıç
740;Veri Görselleştirmesini Keşfetmek;"İş dünyası verilerle doludur. Bu verileri stratejik olarak kullanmak şirketlere ciddi rekabetçi avantajlar sağlar. İşin zor kısmı verilerden anlam çıkarmak ve bu anlamı aktarmaktır. Veri görselleştirmesi, karmaşık veri setleri olarak algılanabilecek şeylerden aksiyon alınabilir içgörüler ortaya çıkarır. 

Bu eğitimde veri görselleştirmesi yapmak ve veri görselleştirmesi araçları kullanarak mesajınızı nasıl aktarabileceğinizi öğreneceksiniz. Veri görselleştirme teknikleri kullanarak net bir şekilde iletişim kurmayı kavrayacaksınız. Veri görselleştirmelerinizin net ve doğru bir şekilde anlatmayı istediğiniz hikayeyi anlattığına emin olmak için en iyi tasarım uygulamalarını nasıl kullanacağınızla ilgili içgörü edineceksiniz. ";İş dünyası verilerle doludur. Bu verileri stratejik olarak kullanmak şirketlere ciddi rekabetçi avantajlar sağlar. İşin zor kısmı verilerden anlam çıkarmak ve bu anlamı aktarmaktır. Veri görselleştirmesi karmaşık veri setleri olarak algılanabilecek şeylerden aksiyon alınabilir içgörüler ortaya çıkarır.   Bu eğitimde veri görselleştirmesi yapmak ve veri görselleştirmesi araçları kullanarak mesajınızı nasıl aktarabileceğinizi öğreneceksiniz. Veri görselleştirme teknikleri kullanarak net bir şekilde iletişim kurmayı öğreneceksiniz. Ve görselleştirmelerinizin net ve doğru bir şekilde anlatmayı istediğiniz hikayeyi anlattığına emin olmak için en iyi tasarım uygulamalarını nasıl kullanacağınızla ilgili içgörü edineceksiniz. ;A;26;0-30 dk;Başlangıç
741;Veri Güdümlü Karar Verme;Dünyanın ileri gelen şirketleri veriler kullanarak işletmelerinde iyi düşünülmüş kararlar veriyorlar. İş zekasına tek başına güvenmektense yol gösterici oluyorlar ve odaklarına verileri dahil ederek stratejik avantaj elde ediyorlar. Bu eğitimde, veri güdümlü kararlar vermenin faydalarını, veri güdümlü bir organizasyon kültürü oluşturmanın ögelerini ve verilere dayanan kararlar verirken dikkat edilmesi gerekenleri öğreneceksiniz. Ayrıca veri güdümlü ama dengeli karar vermek için en iyi uygulamaları ve iyi düşünülmüş kararlar almak için veriler kullanırken sık sık yapılan hatalardan nasıl kaçınılacağını da öğreneceksiniz.;<div>Dünyanın ileri gelen şirketleri veriler kullanarak işletmelerinde iyi düşünülmüş kararlar veriyorlar. İş zekasına tek başına güvenmektense yol gösterici oluyorlar ve odaklarına verileri dahil ederek stratejik avantaj elde ediyorlar.&nbsp</div><div>Bu eğitimde, veri güdümlü kararlar vermenin faydalarını, veri güdümlü bir organizasyon kültürü oluşturmanın ögelerini ve verilere dayanan kararlar verirken dikkat edilmesi gerekenleri öğreneceksiniz. Ayrıca veri güdümlü ama dengeli karar vermek için en iyi uygulamaları ve iyi düşünülmüş kararlar almak için veriler kullanırken sık sık yapılan hatalardan nasıl kaçınılacağını öğreneceksiniz.</div>;A;23;0-30 dk;Başlangıç
742;Veri Modelleme ile İşletme Verilerini Organize Etmek;Veri modelleme, işletmelerin verileri daha iyi organize etmelerine ve verilere daha kolay erişmelerine yardımcı olabilir. Organizasyonlar, işlerini tam olarak anlayabilmek için Büyük Veri de dahil olmak üzere çeşitli verilere güvenirler. Bunun için verilerin daha kolay erişilir ve anlaşılır olmasına ihtiyaç duyarlar ve veri modelleme bunların ikisinde de önemli bir rol oynar. Bu eğitimimizde, veri modellemesinin özelliklerini ve sıkça kullanılan veri modellerinin genel stil ve türlerini öğreneceksiniz. Üç seviyeli veri modellemesinin, nasıl şirket verilerinin ayrıntılı bir planını sağlayabileceğini öğreneceksiniz. Ayrıca veri modelleri oluşturmak için kullanılan yaygın stratejileri ve bunları kullanmanın bir organizasyonun günlük işlemlerini nasıl iyileştirdiğini de öğreneceksiniz.;Veri modelleme, işletmelerin verileri daha iyi organize etmelerine ve verilere daha kolay erişmelerine yardımcı olabilir. Organizasyonlar, işlerini tam olarak anlayabilmek için Büyük Veri de dahil olmak üzere çeşitli verilere güvenirler. Bunun için verilerin daha kolay erişilir ve anlaşılır olmasına ihtiyaç duyarlar ve veri modelleme bunların ikisinde de önemli bir rol oynar.  Bu eğitimimizde, veri modellemesinin özelliklerini ve sıkça kullanılan veri modellerinin genel stil ve türlerini öğreneceksiniz. Üç seviyeli veri modellemesinin, nasıl şirket verilerinin ayrıntılı bir planını sağlayabileceğini öğreneceksiniz. Ayrıca veri modelleri oluşturmak için kullanılan yaygın stratejileri ve bunları kullanmanın bir organizasyonun günlük işlemlerini nasıl iyileştirdiğini de öğreneceksiniz.;A;22;0-30 dk;Başlangıç
743;Veri Tabanı ve Erişimi: ADO.NET;Bu Bölümde ADO.NET Nedir?, Connection ve Connection Strings Kavramları, Command Kavramı, Connected Mimari, Disconnected Mimari Bilgilerini öğrenerek NET Framework ve NET Core Perspektiflerinden Ayrı Ayrı İnceleyeceğiz.;"Bu Bölümde ""ADO.NET"" Kavramını Öğreneceğiz. Bu Bölümde ""NET Framework ile Connection"" ve ""Connection Strings"" Kavramlarını Öğreneceğiz. Bu Bölümde ""NET Framework ile Command"" Kavramını Öğreneceğiz. Bu Bölümde ""NET Core ile Connection"" ""Connection Strings"" ve ""Command"" Kavramlarını Öğreneceğiz. Bu Bölümde ""DataTable"" ve ""DataGridView"" Kavramlarını Öğreneceğiz. Bu Bölümde ""SqlDataReader"" ve ""ExecuteReader"" Kavramlarını Öğreneceğiz. Bu Bölümde ""ExecuteNonQuery ile Insert"" Kavramını Öğreneceğiz. Bu Bölümde ""ExecuteNonQuery ile Update"" Kavramını Öğreneceğiz. Bu Bölümde ""ExecuteNonQuery ile Delete"" Kavramını Öğreneceğiz. Bu Bölümde ""ExecuteScalar"" Kavramını Öğreneceğiz. Bu Bölümde ""ADONET ile View Kullanımı"" - ""Get Data"" Kavramını Öğreneceğiz. Bu Bölümde ""DataSet"" Kavramını Öğreneceğiz. Bu Bölümde ""DataSet XML Yazma ve Okuma"" Kavramlarını Öğreneceğiz. Bu Bölümde ""DataSet"" ve ""Veri Tabanı ile İşlemleri""ni Öğreneceğiz. Bu Bölümde ""DataSet"" ve ""Veri Tabanı ile İşlemleri""ni Öğreneceğiz.";A;248;2+ saat;Başlangıç
744;Veri Tabanı ve Erişimi: DAPPER;Bu Bölümde Dapper Nedir?, Insert-Update-Delete Sorguları, Veri Sorgulama Yöntemleri, Parameter Anonim, Parameter Anonim çoklu Insert, Dinamik Parametreler, Liste Parametresi ve String Parametre Kullanımı, Transaction ve Stored Procedure Kullanımını öğrenek örnek Proje Oluşturacağız.;"Bu video, Veri Tabanı ve Erişimi: DAPPER eğitiminde öğrenecekleriniz hakkında genel bilgilendirmelerin yapıldığı bir giriş videosudur. Bu Bölümde ""Dapper"" Kavramını Öğreneceğiz. Bu Bölümde ""Dapper Insert Sorgu"" Kavramını Öğreneceğiz. Bu Bölümde ""Dapper Update Sorgu"" Kavramını Öğreneceğiz. Bu Bölümde ""Dapper Delete Sorgu"" Kavramını Öğreneceğiz. Bu Bölümde ""Dapper Veri Sorgulama Yöntemleri"" Kavramını Öğreneceğiz. Bu Bölümde ""Dapper Parameter Anonim"" Kavramını Öğreneceğiz. Bu Bölümde ""Dapper Parameter Anonim Çoklu Insert"" Kavramını Öğreneceğiz. Bu Bölümde ""Dapper Dinamik Parametreler"" Kavramını Öğreneceğiz. Bu Bölümde ""Dapper Liste Parametresi"" Kavramını Öğreneceğiz. Bu Bölümde ""Dapper String Parametre"" Kavramını Öğreneceğiz. Bu Bölümde ""Dapper Transaction"" Kavramını Öğreneceğiz. Bu Bölümde ""Dapper Stored Procedure"" Kavramını Öğreneceğiz. Bu Bölümde Proje Yönetim Uygulama Örnek Detaylarını ve Neler Yapabileceğimizi Öğreneceğiz. Bu Bölümde Proje Yönetim Uygulamasında Veri Tabanı Tasarımını Geliştireceğiz. Bu Bölümde Çalışanlar Formunun Tasarlanması İşlemini Örnek Üzerinde Gerçekleştireceğiz. Bu Bölümde Projeler ve Görevler Formlarıın Tasarlanması İşlemini Örnek Üzerinde Gerçekleştireceğiz. Bu Bölümde Entity Modellerinin Oluşturulması İşlemini Örnek Üzerinde Gerçekleştireceğiz. Bu Bölümde DataAccess - Select Metodu İşlemini Örnek Üzerinde Gerçekleştireceğiz. Bu Bölümde DataAccess - Insert Metodu İşlemini Örnek Üzerinde Gerçekleştireceğiz. Bu Bölümde DataAccess - Update ve Delete Metotları İşlemini Örnek Üzerinde Gerçekleştireceğiz. Bu Bölümde Employee Manager - CRUD Metotları İşlemini Örnek Üzerinde Gerçekleştireceğiz. Bu Bölümde Çalışan Yönetimi Formu İşlemini Örnek Üzerinde Gerçekleştireceğiz. Bu Bölümde Proje Yöneticisi Forum İşlemini Örnek Üzerinde Gerçekleştireceğiz. Bu Bölümde Projeler Yönetim Formu İşlemini Örnek Üzerinde Gerçekleştireceğiz. Bu Bölümde Görevler Yöneticisi Formu İşlemini Örnek Üzerinde Gerçekleştireceğiz. Bu Bölümde Görevler Yönetim Formu İşlemini Örnek Üzerinde Gerçekleştireceğiz. Bu Bölümde Görevler Yönetim Formu İşlemini Örnek Üzerinde Gerçekleştireceğiz. Bu video, Veri Tabanı ve Erişimi: DAPPER eğitiminde aktarılan konular hakkında toparlayıcı ve özet bilgilerin yer aldığı bir kapanış videosudur.";A;269;2+ saat;Başlangıç
